DATE,ACWV US Equity,AGG US Equity,AMLP US Equity,ARKG US Equity,ARKK US Equity,ARKQ US Equity,ASHR US Equity,BBAX US Equity,BNDX US Equity,BOTZ US Equity,CALF US Equity,CIBR US Equity,COPX US Equity,COWZ US Equity,DIVO US Equity,DXJ US Equity,EEMV US Equity,EFAV US Equity,EFV US Equity,EMXC US Equity,EUFN US Equity,EWA US Equity,EWC US Equity,EWL US Equity,EWT US Equity,EWU US Equity,EWW US Equity,EWY US Equity,EWZ US Equity,FEZ US Equity,FXD US Equity,GDX US Equity,GLDM US Equity,GUNR US Equity,HDV US Equity,HEFA US Equity,IBB US Equity,ICLN US Equity,IEFA US Equity,IGF US Equity,IGV US Equity,IHI US Equity,IJH US Equity,IJR US Equity,ILF US Equity,INDA US Equity,ITA US Equity,JETS US Equity,KRE US Equity,KWEB US Equity,LIT US Equity,MBB US Equity,MCHI US Equity,OIH US Equity,PAVE US Equity,PCY US Equity,PDBC US Equity,PICK US Equity,RPV US Equity,SCHP US Equity,SLQD US Equity,SLV US Equity,SMH US Equity,SPLV US Equity,SPYD US Equity,TAN US Equity,URA US Equity,VCIT US Equity,VEA US Equity,VGK US Equity,VIG US Equity,VNQ US Equity,VOO US Equity,VPL US Equity,VTV US Equity,VWO US Equity,VXF US Equity,VYMI US Equity,XBI US Equity,XHB US Equity,XLB US Equity,XLC US Equity,XLE US Equity,XLF US Equity,XLI US Equity,XLK US Equity,XLP US Equity,XLU US Equity,XLV US Equity,XLY US Equity,XME US Equity,XOP US Equity
43516.00,91.16862533,113.2172328,59.08901283,30.44264435,47.66445704,36.68757142,26.48134664,50.94498874,57.9667248,20.09753306,27.225145,27.74849009,22.79100305,30.88693514,31.81932833,53.76440656,61.86323651,75.00819168,52.78827167,50.92884746,19.97605557,23.44081828,29.18693407,35.90140256,35.41537975,35.4962045,45.85338284,66.98067569,46.01530821,37.96527779,42.87281125,23.66513788,26.76,34.63039662,98.31210317,30.34139526,111.6374321,10.14343777,63.62625993,46.28559654,40.6527081,37.63436623,39.5878634,83.37604455,36.53937235,32.74431643,106.6645544,31.67225786,59.1520662,46.69217755,30.86705952,110.8088349,61.78445997,375.6761048,16.20480265,30.43758807,17.53329945,33.20590705,68.24583169,28.28554866,52.47139078,15.07,53.41889611,53.57339677,41.70373869,24.4841479,13.13075641,91.16692504,43.25199797,56.65856318,113.089264,92.24858857,265.970714,69.8322121,113.6612409,43.63149141,120.1074178,65.75760051,85.71522073,39.45840667,57.90809364,46.35073708,70.90009808,27.58550953,78.98074683,71.81901881,57.67214092,60.15050836,95.42118663,113.589777,32.80876804,126.9172368
43517.00,91.14773427,112.9641627,58.3785237,29.96713955,46.73395985,36.20703945,26.22603092,50.72207909,57.95617964,19.98593646,26.97679623,27.69833013,22.5304749,30.56552023,31.78030119,53.58550758,61.69530102,74.95526465,52.48551223,50.51029509,19.75773803,23.34102294,29.04042383,35.9432823,35.42599269,35.26733735,46.12489001,66.66753555,45.79448521,37.93359606,42.75040494,23.28017417,26.44,34.39875517,98.16194286,30.29855531,109.6779992,10.20670246,63.45667469,46.47738769,40.70685289,37.48675417,39.46447907,82.98576496,36.52884227,32.82599854,105.7974044,31.64159739,58.79018501,46.0477174,31.35398845,110.6930142,61.65039254,365.5964776,16.12393028,30.42648351,17.57532054,32.79741742,67.72487114,28.22802582,52.45041481,14.83,53.08812895,53.69913132,41.5502549,25.00705056,13.06925404,91.03812787,43.1458581,56.40286451,112.7978504,92.33588319,265.00453,69.68417289,113.3562089,43.53677761,119.5932153,65.45112601,84.49933073,39.62145793,57.67961838,45.91811679,69.80359506,27.44054064,78.65867327,71.84992201,57.84136048,60.58862718,94.58578713,113.3640952,32.75724673,123.4617707
43518.00,91.54466458,113.2488665,58.26010885,30.46331848,47.85264748,36.67712508,27.0328286,51.26922097,58.02999573,20.21927481,26.95558204,28.01935388,23.18700585,30.88693514,31.96807124,53.63812493,62.25158733,75.20931441,52.70176898,51.0492927,19.84506504,23.60714386,29.19739909,36.08986137,35.723155,35.37632171,46.626134,67.30425383,46.42540808,38.08144415,42.98501704,23.36121916,26.54,34.64092578,98.8162128,30.40030019,111.2455455,10.30159948,63.70045346,46.73310922,41.34255279,37.68301111,39.76471428,83.36577404,36.99216573,33.11188593,106.8379844,31.88688109,58.96595587,47.88754719,31.52335503,110.8193641,62.83637366,363.286563,16.20480265,30.59305185,17.6278469,33.33490377,67.81864404,28.30646605,52.53431869,14.95,53.84269153,53.95060042,41.65988618,25.79653104,13.06925404,91.37085388,43.30506791,56.60529262,113.4951614,92.88147456,266.5940585,70.05427092,113.8400528,44.03139413,120.6936086,65.86513543,86.15736255,39.95775117,57.92886412,46.35073708,70.0058626,27.39912095,79.17814675,72.76671671,57.5663787,60.96263105,95.45212735,113.9795911,32.75724673,124.5187368
43521.00,91.44020923,113.2172328,58.67456084,31.52803575,48.50085901,36.96063894,28.72812499,51.35027903,57.99836026,20.41203257,27.03727706,28.12970579,23.46837626,30.95951269,32.03238358,54.01696984,62.7239059,75.1881436,52.77745884,51.44276095,19.99788733,23.72911595,29.17646905,36.1317411,36.02031732,35.39811858,46.751445,67.52345193,46.18355431,38.16592878,42.8524102,23.06743106,26.52,34.64092578,98.84839001,30.43778515,113.5064296,10.34377594,63.88063778,46.50935288,41.45685845,37.91952589,39.77088349,83.18090476,36.78156416,33.54071702,106.8328835,32.0197431,58.72814823,49.18686201,32.20082136,110.8088349,63.99141615,366.2264543,16.23512979,30.57084274,17.34420455,33.49614968,67.95409378,28.28554866,52.51334272,14.9,54.33367403,53.79343223,41.60507054,25.847796,13.00775167,91.34938768,43.44304974,56.72248785,113.4847537,92.15038213,266.9888433,70.37149781,114.0188647,44.62072445,120.8273013,66.04794478,89.96581139,39.7946999,58.30273273,46.40104176,70.12296487,27.51302508,79.48983083,73.11695289,57.24909202,60.56725553,95.58620381,113.6000353,32.76755099,124.3154741
43522.00,91.57600118,113.3437678,57.90486428,31.36264277,48.13493315,36.7711422,28.36047036,51.41107257,58.00890542,20.33087141,26.9256986,28.04944985,23.53090301,30.88693514,32.04854412,54.00644637,62.54547444,75.52687661,53.08021828,51.25659947,20.18345724,23.72911595,29.22879414,36.44583911,35.85051028,35.70327477,46.47993783,67.32512984,46.37283117,38.46162496,42.81160809,23.02690856,26.54,34.70410072,98.67677822,30.46991511,113.0442044,10.36486417,64.21980824,46.71179909,41.55512122,37.61088249,39.42952017,82.37980455,36.79209423,33.36714253,106.11876,31.99930279,58.06642262,48.70871416,32.01028395,110.9035973,63.77484568,362.2366019,16.06327599,30.65967919,17.42824673,33.63589613,67.69361351,28.3326128,52.54480668,14.94,53.98223392,53.76199859,41.40773424,25.60172416,12.92574851,91.51038414,43.62348752,57.14865229,113.2037478,91.86667462,266.7914509,70.46666587,113.8400528,44.48391562,120.1999742,66.25226112,89.26240395,39.58069512,57.97040508,46.40104176,69.899406,27.43018572,79.27165197,73.27146885,57.28082069,60.49245476,95.24585587,113.7539093,32.66450838,122.4454572
43523.00,91.49243691,113.1012423,57.78644942,32.23095589,48.84587482,36.91739106,28.18685566,51.1678984,57.8929087,20.1279685,27.02768988,28.48082551,23.12447909,30.83509402,32.01676355,53.85911779,62.2620833,75.15638738,52.99371558,51.05520094,20.36902716,23.62932061,29.30204927,36.23644044,35.68070325,35.65968103,46.04134934,67.16855977,46.43592346,38.28209513,42.82180862,22.64194485,26.38,34.68304241,98.83766427,30.40565518,114.6921377,10.29105537,63.97602947,46.62655858,41.73560384,37.8172039,39.4768175,82.50305074,36.64467314,33.0914654,106.378905,31.50873539,58.69712984,48.76068675,32.09496724,110.74566,63.02200549,364.126532,16.07338504,30.67078375,17.5122889,33.47465022,67.55816376,28.25940191,52.56578265,14.75,53.42923258,53.81438799,41.45158675,25.44792927,12.89499732,91.40305317,43.48550569,56.91426185,113.3078241,91.40837787,266.6563929,70.13886476,113.7348694,44.13663168,120.6010522,66.11246573,90.71946222,39.59088582,57.87693792,46.16964021,70.16554751,27.53373493,79.58333606,73.1993614,57.19621091,60.56725553,94.80237219,113.6718432,32.44811889,122.6487199
43524.00,91.51332797,112.9008952,57.37199743,31.81747345,48.67859442,36.85471298,28.04387886,51.0260468,57.84018292,19.80332385,26.95629598,28.28018567,22.73889742,30.58625668,31.84127326,53.56446064,61.66381312,75.00819168,52.98290275,50.52066043,20.51093356,23.59605549,29.145074,36.1945607,35.23495978,35.4962045,45.48789243,65.72811513,45.21613924,38.47218554,42.74020441,22.53050798,26.24,34.29346361,98.96637311,30.39494519,113.2853654,10.22779068,63.90183593,46.74376428,41.53506759,37.94300963,39.31024865,82.18466476,35.82332701,33.37735279,106.6696553,31.51895554,58.53169844,48.68792512,31.6821362,110.6930142,62.60949032,359.0867184,15.91164028,30.69299286,17.48077309,32.90491469,67.19349138,28.22279647,52.57102664,14.63,53.4033914,54.02394558,41.38580798,25.5504592,12.67973902,91.27425601,43.30506791,57.01014885,113.3494546,91.64843807,266.0330484,69.43039138,113.3456906,43.7998715,120.1794061,65.7791075,89.57391296,39.10173202,57.17074166,46.19982302,69.46293393,27.46125048,79.31320985,72.99334012,57.4711927,60.91988775,94.52390569,113.0563472,31.89168878,121.0632707
43525.00,91.62822885,112.7182998,57.727242,33.16129137,48.92951501,36.42171189,28.78940077,51.12736937,57.79399513,20.05695248,27.15007942,28.3704736,22.67637066,30.66920246,31.96540862,53.96435249,61.7687728,75.16697278,53.12346963,50.19031708,20.5873447,23.76238107,29.00902877,36.45630905,35.39415387,35.56159511,45.20594268,65.81161917,44.53263946,38.74676056,43.05642072,21.98345428,25.78,34.35663855,99.57774011,30.6519849,115.66683,10.21724657,64.24630594,46.77572947,41.73560384,38.63242506,39.61254027,82.65710847,35.44424419,33.24461936,106.771673,31.27367184,58.75916662,48.29293341,31.45984256,110.4245681,63.12513428,365.8064698,16.00949586,30.61526097,17.29167819,32.8296666,67.51648692,28.14435624,52.53632295,14.2,53.8943739,54.18111377,41.57218116,25.68374811,12.59773586,91.16907166,43.57041759,57.41500507,113.7137215,91.36473056,267.8615257,69.80048941,113.9241996,43.85249028,120.9918461,65.88664241,92.25690991,39.35649962,57.09804499,46.56201676,70.74041317,27.63728414,79.38593614,73.4877912,57.36543047,61.04811765,95.86467031,113.9693329,31.99473139,123.6243809
43528.00,91.25218961,112.8557225,57.84565685,32.8615166,48.33357861,36.06664055,29.03450386,51.1678984,57.86787351,20.04680734,26.69642219,27.80868204,22.78058193,30.49294268,31.75976801,53.70126575,61.63232521,74.92350843,52.86396153,50.03348951,20.43452242,23.64040898,28.93577365,36.38301951,35.36231506,35.47440763,44.96576327,65.28971894,44.55367022,38.57779132,42.84220967,22.13541364,25.72,34.38822602,99.44903127,30.53417504,114.5615089,10.2383348,63.99722762,46.59459339,40.95551784,38.21642743,39.42540736,81.80465569,35.34947348,33.13230646,105.0679782,30.72178352,58.48000113,48.88542097,31.1211094,110.5829359,63.79547144,367.0664232,15.98240361,30.5819473,17.33369927,32.90491469,67.18307217,28.18619103,52.58889081,14.15,53.92021508,54.08681285,41.50640239,25.60172416,12.46448072,91.30898406,43.40059379,57.18061463,113.1517097,91.77938,266.8330072,69.57843059,113.3982823,44.01034662,119.9942932,65.72534004,91.34248024,39.63164864,57.35767596,46.62238238,70.86816109,27.46125048,79.03269417,73.20966246,57.27024447,61.1549759,94.56515999,113.6102936,31.89168878,124.4780843
43529.00,91.41931816,112.9297193,57.84565685,32.74780893,48.46949393,36.06977445,29.27960695,51.06657583,57.95230593,19.98593646,26.49968101,27.69833013,22.7701608,30.34778756,31.96839052,53.73283616,62.04166797,75.06641142,52.95046423,50.30350658,20.35811128,23.71802758,28.91484361,36.34113978,35.53212209,35.67057947,44.75691161,65.13314887,44.89016242,38.60947305,42.70960283,22.25698113,25.74,34.40928433,99.43830553,30.66269489,113.9686548,10.3121436,64.06082209,46.5626282,40.78907275,38.13758917,39.26089492,81.46572867,35.57060513,34.18396364,104.5170829,30.73200367,58.36626704,50.31986454,31.01525528,110.6251673,64.82675937,363.9165397,15.92174933,30.5819473,17.40723618,32.90491469,66.89133426,28.18619103,52.59940438,14.2,53.66697148,54.03442346,41.51736552,25.35565233,12.48498151,91.30898406,43.43243575,57.2551934,112.8394809,92.03035203,266.521335,69.58900482,113.1353237,44.52601065,119.5932153,65.95116336,90.65917015,39.11192272,57.08765975,46.91414955,70.63395657,27.35770127,78.52361017,72.99334012,57.22793958,61.08017513,94.51359212,113.897525,31.76803765,123.3804656
43530.00,91.09550659,113.0988549,57.13516772,31.47635044,47.42399147,35.50713419,29.36130798,51.00578228,58.10006267,19.80332385,26.08937008,27.38733837,22.69721292,29.96416332,31.77379398,53.41713206,61.75827683,74.8811668,52.8531487,50.28225764,20.3471954,23.74020433,28.75786835,36.1945607,35.45783151,35.71417321,44.22433986,64.85132275,43.63883206,38.52498843,42.48519126,21.80110305,25.7,34.1987012,99.07363048,30.58772497,110.4014821,10.17507011,63.90183593,46.64254118,40.54842925,37.58907616,38.72417307,79.86352826,34.81243948,34.45964077,103.5377134,30.38451843,56.93942118,49.66500987,30.83530329,110.7729772,64.34205404,352.3669669,15.82065886,30.53752907,17.323194,32.85116605,66.09947423,28.21233777,52.6309451,14.15,52.76253003,53.86677739,41.25425045,24.62768981,12.48498151,91.5242339,43.30506791,57.13799818,112.1942081,91.60479076,264.8175266,69.366946,112.3990395,44.30501178,117.7832225,65.68232607,86.95120808,38.8062016,57.21228262,46.89402768,69.7397211,27.18166761,77.78595784,72.61220075,57.1433298,61.08017513,93.1315732,113.3640952,30.78913282,119.8436945
43531.00,90.66723968,113.4159841,58.14169399,31.53837281,46.59804453,34.38937504,28.58514819,50.78287263,58.27948158,19.32650201,25.78553805,27.27698646,22.12405097,29.73606243,31.53491071,52.52263714,61.16000664,74.36248188,52.1286886,49.5572022,19.79048566,23.67367409,28.60089309,35.83858296,35.1076045,35.33272797,43.61867004,63.76577026,43.30233986,37.88079317,42.09757127,22.0746299,25.7,33.89335565,98.65532675,30.37888021,109.6679509,10.02745252,63.01151345,46.52000794,40.48225229,37.37772253,38.39720458,79.03161651,34.51759728,34.1124918,102.7776819,29.93483164,55.95717222,47.69005133,30.21076402,110.9207872,62.57855168,345.8572077,15.63869601,30.44869262,17.28117291,32.49642506,65.41180631,28.29077801,52.69402654,14.09,52.18885574,53.69913132,40.98017225,24.01251021,12.39272795,91.70719627,42.75314057,56.23239873,111.2054837,91.40837787,262.6877662,68.5104334,111.683792,43.58939638,116.857658,65.1446515,86.98135412,38.8062016,56.74494685,46.48152926,69.32454034,26.90208475,77.31843171,71.92202945,56.77316202,61.2832058,92.39930945,111.9894876,30.1811814,118.2175928
43532.00,90.67768521,113.5639778,57.78644942,31.61073224,46.90124025,34.46249947,27.47197164,50.58022749,58.33225184,19.28084886,25.610623,27.24689049,21.6967848,29.57017086,31.55213946,52.11222183,60.91859937,74.61653164,51.93405753,49.5572022,19.73590627,23.57387875,28.59042807,35.88046269,34.92718453,35.1910483,43.8275217,63.34825008,43.81759354,38.02864126,41.92416232,22.6622061,25.96,33.68277251,98.27992596,30.28784532,109.1353871,10.0169084,62.9903153,46.63721364,40.45618258,37.29385204,38.29644071,78.94945239,34.77031916,34.14312259,102.5175369,29.70998825,56.07090631,46.92085696,29.94612874,111.0685971,61.47507359,337.4575184,15.4870603,30.51531996,17.23915182,32.07181084,65.20342209,28.31692475,52.68351297,14.41,52.17335103,53.6572198,40.95824599,23.77669137,12.38247755,91.78253371,42.70007063,56.26436107,111.0389616,91.50658431,262.1579234,68.29894881,111.4839434,43.27368371,116.7136813,64.77903279,86.88086734,38.8062016,56.83841401,46.45134645,68.02576978,26.89172983,77.16258967,71.91172839,56.80489068,61.4969223,92.20335154,111.2098594,29.76901095,114.0710335
43535.00,91.57600118,113.5745487,58.61535341,32.85117954,48.53222408,35.32954629,28.68727448,51.00578228,58.26892753,19.67143696,26.05469304,27.7384581,22.05110309,30.00563621,31.93757756,52.72258307,61.74778086,75.11404575,52.47469939,49.99202816,20.01971908,23.78455781,28.84158849,36.05845157,35.30925036,35.4962045,44.32876569,63.97453036,45.28974691,38.29265571,42.41378758,22.5811611,25.84,34.15658457,99.53483716,30.51275506,111.4666098,10.24887891,63.57326454,46.96752062,41.22022568,37.8004298,38.8125985,80.21272579,35.86544733,35.11309766,102.2063831,29.92461149,56.51550321,48.68792512,30.35895978,111.0685971,63.05294413,347.1171611,15.80044077,30.61526097,17.28117291,32.61467205,66.15157029,28.3221541,52.69402654,14.37,53.28452195,54.23350316,41.51736552,24.61743681,12.51573269,91.87939614,43.09278816,56.73314196,112.4960293,92.84873908,265.981103,69.07086757,112.9249568,44.1576792,118.5545262,65.5210237,89.47342618,39.21382977,57.64846266,47.28640423,69.09033581,27.17131269,77.81712625,73.456888,57.54522625,61.93504112,93.25533609,112.738341,30.30483254,116.510186
43536.00,91.7326842,113.7859682,58.55614598,33.21297668,48.6681394,35.35043898,28.76897551,51.06657583,58.30058969,19.86419472,25.96585864,27.76855407,22.31163125,30.00563621,31.95778821,52.8488647,61.82125264,75.13521656,52.48551223,49.99202816,19.98697145,23.62932061,28.98809874,36.0061019,35.44721857,35.43081389,44.44363411,64.33986052,45.51056991,38.28209513,42.35258442,22.97625544,26,34.21975951,99.7493519,30.4806251,112.3810118,10.33323182,63.53086823,47.10603645,41.36862251,38.05875091,38.87634708,80.0894796,35.98127819,35.36835426,101.1658031,29.46470455,56.39142966,48.38648408,30.16842237,111.2797541,63.58921385,352.7869514,15.83076791,30.75962019,17.40723618,32.7114196,66.33911608,28.37967694,52.75710798,14.48,53.54810203,54.45353863,41.64892305,24.67895477,12.53623348,92.0838835,43.11401614,56.71183373,112.6209208,93.27430035,266.9265089,69.17660987,113.2089521,44.33658304,118.8013434,65.54253068,90.40795321,39.26478329,57.86655268,47.4976839,69.53745355,27.23344222,77.17297914,73.88953269,57.5663787,62.36247411,93.93603197,113.0563472,30.7685243,119.4778216
43537.00,92.11916898,113.7331134,58.55614598,33.58511087,49.07588536,35.59070497,28.45238401,51.12736937,58.31114374,19.99608161,26.11996746,27.89896997,22.35331575,30.16115955,32.079273,52.98566981,61.8684845,75.57980364,52.95046423,50.25945389,20.27078426,23.7512927,29.145074,36.41442931,35.61702561,35.92124348,44.55850253,63.92234033,46.00479283,38.71507883,42.4239881,23.15860668,26.18,34.67251325,100.2856387,30.58772497,113.8480743,10.41758474,64.09261932,47.21258708,41.61728745,38.33720093,39.02646468,80.39759507,36.38142117,35.27646188,101.8340187,29.95016187,56.82568709,47.88754719,30.33778896,111.3114277,63.34170475,358.4567417,15.82065886,30.72630653,17.54380472,33.15215841,66.71420768,28.41105303,52.7465944,14.51,53.76516798,54.67357409,41.81336997,24.7814847,12.65923823,92.01930854,43.43243575,57.38304274,113.339047,93.7325971,268.744597,69.29292639,114.0083463,44.43129685,119.4183864,66.10171224,92.13632577,39.09154131,58.14695414,47.63853702,70.24006713,27.4198308,77.84829466,74.37368271,57.89424159,62.42658906,94.94676222,113.4564196,31.00552231,121.9982792
43538.00,91.99382256,113.5639778,58.55614598,33.25432492,48.76223462,35.51758054,28.10515463,51.00578228,58.32169779,19.86419472,25.83683966,27.99928989,22.14489323,30.08858199,32.12499545,52.62787184,61.60083731,75.62214527,52.88558721,49.96134675,20.39085891,23.68476247,29.01949379,36.72852732,35.45783151,36.04112628,44.42274894,63.51525815,45.43696225,38.79956345,42.24037863,22.54063861,25.9,34.49351759,100.0389468,30.67340488,113.5365747,10.36486417,64.08202024,47.23389721,41.77972181,38.37074913,38.98328017,80.05866806,35.99180827,35.41940558,101.1198951,30.01659288,56.97043957,47.39900481,30.14725155,111.2375227,62.94981534,359.5067028,15.70945934,30.70409741,17.438752,32.85116605,66.67253083,28.41628238,52.75710798,14.24,53.46541024,54.70500773,41.78048059,24.71996674,12.76174218,91.9439711,43.38997981,57.60677907,113.0996716,93.87445085,268.6510954,68.73249222,113.9241996,44.19977422,119.0995809,66.09095875,91.01087387,38.87753653,57.7107741,47.42725735,70.31458676,27.52338001,77.58855792,74.52819867,57.84136048,62.41590324,94.79205861,113.1178968,30.46970072,122.3641521
43539.00,92.46387162,113.8493941,58.55614598,33.89522269,49.12816048,35.41311706,28.70769974,51.18816291,58.363914,20.03666219,25.76228404,28.01925356,22.25952561,30.33741934,32.21500464,53.15404532,62.28307524,76.25726967,53.41541624,50.74838692,20.66375585,23.78455781,29.05088884,36.92745606,35.99909144,36.42257152,45.0701891,64.72606669,45.94170054,39.36135241,42.27098021,22.59129173,26.02,34.58714495,100.4572505,30.93044458,114.752428,10.36486417,64.71796487,47.51092886,41.79977544,38.68945699,39.01618265,80.07920909,36.4656618,35.81760587,100.9566669,29.95527195,56.93874705,48.52161282,30.29544731,111.427564,63.7645328,356.7768038,15.68924125,30.82624753,17.438752,32.92641414,66.88091505,28.47380522,52.77813512,14.33,54.89701185,54.80978652,41.77984692,24.62768981,12.92574851,92.24532088,43.82515328,58.23537163,113.4431232,93.57983151,269.9601188,69.43039138,114.3659701,44.7996283,119.3875343,66.65014031,91.71428131,38.7901441,57.78254856,47.39042929,70.28649179,27.71459191,77.31607019,75.42787403,58.16674537,62.64052676,95.22614457,113.8414831,30.6362825,121.3193248
43542.00,92.5787725,113.8282521,59.26663512,33.946908,48.98179014,35.48624149,29.39194587,51.53265965,58.39557616,20.19898452,25.95678141,28.23002571,22.49921152,30.36852401,32.32378874,53.34346778,62.77638574,76.4583924,53.72898852,51.05965803,20.81657813,23.86217642,29.26018919,37.0007456,36.27502787,36.61874336,45.83249768,64.91395077,46.68829261,39.53073962,42.5558809,22.33802612,26.04,34.84208705,100.7790226,31.01612448,114.4710735,10.47030531,64.98824133,47.71337507,41.96622052,38.37410395,39.32669989,80.70571053,37.10799659,36.19538564,101.6503869,29.85092418,57.76981798,49.16607298,30.29544731,111.4381219,64.63081466,368.1163844,15.94196743,30.95490492,17.5122889,33.44240104,67.49094631,28.49995197,52.78864869,14.39,54.74713298,54.71318048,41.97895659,25.13008648,12.91549811,92.18074593,43.9737491,58.48041619,113.7865749,93.11062294,270.9263028,69.68417289,114.9655158,45.30476857,120.1074178,67.18781488,92.00569296,39.03532805,57.91813938,46.98727804,71.26284208,27.99558852,78.06843633,75.74822807,58.25181556,62.40370057,95.08121946,114.9428428,30.85378146,124.2534839
43543.00,92.42208948,113.7648263,59.62187968,33.96758212,49.11770546,35.78918556,29.24896907,51.30975,58.4219613,20.29029083,25.7731971,28.31028165,22.70763404,30.321867,32.23775543,53.46974941,62.68192203,76.42663618,53.85874257,51.13014234,20.80566225,23.77346944,29.23925916,37.05309527,36.34931845,36.69503241,45.75939959,64.76781871,46.6357157,39.65778002,42.56679547,22.41907112,26.1,34.90582258,100.7361197,31.05896443,114.4007349,10.41758474,65.11013072,47.76665039,42.20886938,38.71965037,39.11900293,80.12029115,37.03428604,36.13412405,101.4514525,29.97571226,56.32583224,48.94778809,30.25310567,111.4064483,64.83707225,366.4364465,15.82065886,30.96605582,17.55430999,33.56064804,67.20794343,28.46857587,52.78864869,14.4,55.37765787,54.4087518,41.80197022,25.28388137,12.95649969,92.2130334,44.09050296,58.67219019,113.672091,92.82691542,271.0094154,69.64187597,114.7867039,45.31529233,119.5520791,67.44589868,91.68413528,38.61647214,57.84512894,47.06790829,71.06971785,27.7770356,77.78629902,75.90323808,58.20928046,61.69322201,95.83690036,115.5192554,30.83306728,123.0309176
43544.00,92.3385252,114.2299492,59.79950197,34.15364922,49.24316575,35.77873922,29.32045747,51.21918788,58.46945454,20.25985539,25.5708464,28.29021766,22.74931855,30.01600444,32.16133045,53.06985757,62.90233736,76.51131943,53.77223987,50.94563931,20.5873447,23.78455781,29.20786411,37.1263848,36.41299608,36.55335275,46.92896891,65.06008284,46.27819274,39.66836672,42.10777179,22.92560232,26.26,34.94831293,100.2878697,30.93044458,113.7274938,10.49139354,65.11013072,47.74534027,42.04442966,38.67603771,38.79631383,79.52506753,37.07640635,36.40980118,101.0711256,29.52602547,54.40398071,48.01228141,29.94612874,111.712626,64.65144042,372.7362135,15.69935029,31.15562116,17.72239435,33.53914859,66.13882143,28.66206179,52.89378442,14.54,54.90218008,54.24079116,41.53649065,25.3966643,13.02825246,92.75115801,44.04804701,58.73611486,112.9747801,93.11062294,270.0432314,69.69474712,113.7453877,45.30476857,118.7602072,67.25233583,90.76970561,38.38150419,57.79297862,47.4912171,71.69200705,27.20463509,77.25337301,75.69655806,57.96470366,61.85469441,95.1743856,115.6839447,30.81235309,126.4541031
43545.00,92.99659388,114.2510911,60.39157624,34.82555818,50.25730313,36.38462736,29.39194587,51.54672865,58.63831939,20.44246801,25.92037052,28.78178527,23.0098467,30.5033109,32.39778402,53.56446064,62.88134543,76.63834431,53.73980136,50.94563931,20.40177479,23.92870665,29.15553902,37.1892044,36.79506191,36.48796213,47.06472249,65.63417309,45.21613924,39.50956621,42.71439708,23.04716981,26.14,35.12889692,100.9912266,31.08038441,112.5116406,10.36486417,65.14192795,47.76665039,43.0471109,39.16584137,39.32058834,80.56589063,36.44460164,36.28727801,101.8436372,29.72838453,53.64562849,48.27214438,30.45422848,111.7548574,64.74425634,372.7362135,15.91164028,31.24482838,17.61734163,33.66814531,66.82012466,28.65683244,52.90429799,14.5,56.79375477,54.83915096,42.13381968,24.7917377,12.9462493,92.83725795,44.09050296,58.4910703,114.3485867,94.7692207,273.1133071,70.12829053,114.6604838,45.41000613,120.4879276,67.22007536,92.36744536,39.14770403,58.40835234,48.11610153,72.19627588,27.12137683,77.99528962,77.59801426,58.64526521,62.51134884,95.54705015,117.2690793,31.37163614,128.3287047
43546.00,92.29674306,114.8219237,59.56267225,33.06836119,48.14538817,35.12594698,28.67706185,50.66646283,58.79663018,20.05695248,25.10097256,27.81871403,22.22826224,29.7256942,31.9192444,52.5015902,61.72678892,75.52687661,52.73420749,50.44810306,19.84506504,23.54061363,28.70554326,36.40395938,36.14767259,35.92124348,45.21638527,63.90146433,42.51368627,38.31326906,41.90690024,23.07756168,26.22,34.34282544,99.93078081,30.45920512,108.6932586,10.164526,63.8700387,47.37241304,41.77771645,38.19629851,38.19360455,77.62891457,34.51759728,35.40919532,99.39308705,28.9843573,51.31862989,46.62981044,29.61798098,112.1243822,62.75387063,355.9368349,15.34553364,31.02181033,17.48077309,32.79741742,65.09066261,28.74050202,52.977893,14.45,55.1709284,54.69218539,41.42587416,23.85871531,12.66948862,93.20318269,43.24138398,57.12734407,112.4856216,94.08177557,267.9211977,69.09201603,112.7671816,44.04191788,116.7033973,65.73609353,88.28768222,38.49388016,56.66653183,47.34003538,70.2435753,26.37205253,76.2293191,75.76889607,58.57082879,62.96347156,93.80794892,114.9428428,30.14949911,122.5011389
43549.00,92.51609929,115.0333432,58.97059798,33.15095431,48.04083792,34.96392413,28.46259664,50.95306101,58.89161666,20.06709763,25.18154567,27.75852208,22.1761566,29.54943442,32.00328979,52.54368408,61.82125264,75.64331608,52.70176898,50.28225764,19.88872855,23.65149735,28.69507824,36.45630905,36.05215614,35.86675131,45.86382543,63.93277834,43.04997071,38.38737596,42.08053351,23.56383164,26.4,34.42780614,99.77928856,30.45920512,108.8439842,10.14343777,63.89123685,47.54289406,41.8017808,38.31539461,38.27203932,77.99990102,34.87561995,35.3275132,100.109323,28.82083483,51.39134859,47.03519666,29.40627276,112.2194029,62.85699942,355.0968659,15.38596983,31.14447026,17.52279418,32.84041632,65.04674476,28.73527267,53.05148801,14.56,54.47321642,54.71318048,41.44799746,23.70492041,12.80274376,93.39690755,43.24138398,57.13363,112.475214,94.20180567,267.680919,69.24650552,112.5778514,44.24355304,116.9090783,65.70985501,88.41831503,38.99446406,56.5622312,47.25940513,70.27576267,26.25757243,76.4069611,75.43820803,58.68780031,63.01729569,93.75618995,115.6221862,30.17021329,122.5826433
